Date,Boulevard Lot Elec Main Meter Energy (kWh),Asian Centre Elec Main Meter Energy (kWh),Beaty Elec Main Meter Energy (kWh),Biomed Elec Main Meter Energy (kWh),Ansoc Elec Main Meter Energy (kWh),Bookstore-NCE Elec Main Meter Energy (kWh),Baseball Training Facility Elec Main Meter Energy (kWh),Allard Hall Elec Main Meter Energy (kWh),AMS Nest Elec Main Meter Energy (kWh),Bio Sci South Elec Main Meter Energy (kWh),Aquatic Centre Elec Main Meter Energy (kWh),Alumni Centre Elec Main Meter Energy (kWh),Bio Sci West Elec Main Meter Energy (kWh),"Buchanan D,E Elec Main Meter Energy (kWh)",CCM Elec Main Meter Energy (kWh),CEME Labs Elec Main Meter Energy (kWh),BRDF Generator Main Meter Energy (kWh),Chan Centre Elec Main Meter Energy (kWh),Centre for Brain Health Elec Main Meter Energy (kWh),CEME Elec Main Meter Energy (kWh),Brock Hall Elec Main Meter Energy (kWh),"Buchanan A,B,C Elec Main Meter Energy (kWh)",Brimacombe-QMI Elec Main Meter Energy (kWh),BRDF Process Main Meter Energy (kWh),C.K. Choi Elec Main Meter Energy (kWh),Buchanan Tower Elec Main Meter Energy (kWh),Chem North Elec Main Meter Energy (kWh),Chem South Elec Main Meter Energy (kWh),Chem East Elec Main Meter Energy (kWh),David Lam Elec Main Meter Energy (kWh),Doug Mitchell Tbird Sports Centre Elec Main Meter Energy (kWh),Chem Centre Elec Main Meter Energy (kWh),Chem Phys Elec Main Meter Energy (kWh),Chem Bio Elec Main Meter Energy (kWh),CICSR Elec Main Meter Energy (kWh),EDC Elec Main Meter Energy (kWh),Coal & Mineral Elec Main Meter Energy (kWh),Chan Gunn Elec Main Meter Energy (kWh),CIRS Elec Main Meter Energy (kWh),Freddy Wood Theatre Elec Main Meter Energy (kWh),Exchange Residence Elec Main Meter Energy (kWh),Geography Elec Main Meter Energy (kWh),Hebb Elec Main Meter Energy (kWh),Friedman Elec meter Energy (kWh),Frank Forward Elec Main Meter Energy (kWh),Hennings Elec Main Meter Energy (kWh),FNH Elec Main Meter Energy (kWh),Forest Sci Elec Main Meter Energy (kWh),Fred Kaiser Elec Main Meter Energy (kWh),H.R. Macmillan Elec Main Meter Energy (kWh),EOS Elec Main Meter Energy (kWh),ESB Elec Main Meter Energy (kWh),Life Building Elec Main Meter Energy (kWh),Liu Elec Main Meter Energy (kWh),Jack Bell Elec Main Meter Energy (kWh),IRSDC Elec Main Meter Energy (kWh),Life Sci Elec Main Meter Energy (kWh),J.B. MacDonald Elec Main Meter Energy (kWh),ICICS Elec Main Meter Energy (kWh),Koerner Library Elec Main Meter Energy (kWh),I.K. Barber Elec Main Meter Energy (kWh),Henry Angus Elec Main Meter Energy (kWh),Klinck Elec Main Meter Energy (kWh),Lasserre Elec Main Meter Energy (kWh),Kenny Elec Main Meter Energy (kWh),MacLeod Elec Main Meter Energy (kWh),Michael Smith Elec Main Meter Energy (kWh),MEDC Elec Main Meter Energy (kWh),MOA Elec Main Meter Energy (kWh),NSDC UBC Elec Meter Energy (kWh),Mathematics Elec Main Meter Energy (kWh),Neville Scarfe Elec Main Meter Energy (kWh),Music Elec Main Meter Energy (kWh),LMRS Elec Main Meter Energy (kWh),Osborne Elec Main Meter Energy (kWh),Parc Library Elec Main Meter Energy (kWh),Longhouse Elec Main Meter Energy (kWh),Orchard Commons Elec Main Meter Energy (kWh),Pharmacy Elec Main Meter Energy (kWh),Swing Space Elec Main Meter Energy (kWh),Pulp & Paper Elec Main Meter Energy (kWh),Sing Tao Elec Main Meter Energy (kWh),Ponderosa East Elec Main Meter Energy (kWh),Student Recreation Centre Elec Main Meter Energy (kWh),Ritsumeikan-UBC House Elec Main Meter Energy (kWh),SPPH Elec Main Meter Energy (kWh),Ponderosa West Elec Main Meter Energy (kWh),Tall Wood House Elec Main Meter Energy (kWh),Strangway Elec Main Meter Energy (kWh),Ponderosa North Elec Main Meter Energy (kWh),Totem Park Res - Qelexen/Hemlesen Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Dene Elec Main Meter Energy (kWh),Totem Cesnaem Elec Main Meter Energy (kWh),Totem Park Res - Haida/Salish Elec Main Meter Energy (kWh),UBC Tennis Centre (New) Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Elec Main Meter Energy (kWh),Totem Park Res - Kwakiutl/Shuswap Elec Main Meter Energy (kWh),Thea Koerner House Elec Main Meter Energy (kWh),TotemParkRes Salish Haida Elec Main Meter Energy (kWh),TotemParkRes Shuswap Kwakiutl Elec Main Meter Energy (kWh),University Centre Elec Main Meter Energy (kWh),ULTL Elec Main Meter Energy (kWh),Woodward IRC Elec Main Meter Energy (kWh),War Memorial Gymnasium Elec Main Meter Energy (kWh),Woodward Library Elec Main Meter Energy (kWh),USB Elec Main Meter Energy (kWh),Wesbrook Building Elec Main Meter Energy (kWh)
7/27/2019,NA,376.5,9494.25,3921,1086.5,2748,298.0703125,5163.75,9028.75,8336,10147,1975,9489,1647.5,8145,3049,25027.5,2284,15262,1884.3125,3183.5,1775,16726,4204,231.375,913.5,2548.5,2923.5,445.5,3535,12692,12438.75,9769,8213,4750.75,552.25,993.25,645.84375,1482,645.125,2707.847656,611.5,NA,923,2185,1767.625,3892.25,15696,4466.125,2629,6692.25,9654,7383.25,274,596,NA,49229,2098.5,5726.5,4135.375,8246,7721,4143,567,1117,927.375,14867,882,9657.5,209.15625,273,2507,1244,1807,981,2023.21875,361,10293,35908,712.5,666.265625,215.125,3176.5,1610,802,2409.5,3619,2155,7150,7570,3367.5,132.3125,1322,181.625,2086,193.25,209.625,1091,163.6875,50.90625,1021.5,NA,1766,1100.5,3213,3614.25,1471
7/28/2019,NA,374,9265,3852,1043,2684,322.4296875,3323.5,8553.5,8143,10273,1745,9361,1570,7825,2924.5,46960,2489,14654,1832.265625,3007,1600,16753.5,5957.5,227,898.5,2511,2937.625,437.5,3348,12774,12205.5,9693.25,7798.5,5111.75,536.75,940.5,577.9375,1525.5,603.75,2743.742188,608.5,NA,914.5,2188,1900.0625,3753,15450,4534.5625,2619.5,6756,8322,4453.75,286.625,605.5,NA,47496,1818,5463,2728.625,6895,8258,4035,603.5,962.75,916.75,13974,724,9646,216.96875,264,2252,1109,1800,967.5,1993.546875,363.25,10344,35403,619,675.84375,214.375,3160.5,1389.5,855.75,2390,3727,2188.75,6480,7327,3498.25,142.9375,1379.125,175.125,1950,199.5,202.375,1046,179.25,54.2421875,1026,NA,1333,1077.25,2287,3515.5,1455
7/29/2019,NA,684,10905.75,4679,1238.5,3152,341.0859375,6418.25,10404.75,8386,10479,2336.5,10202,1851,8108.5,4270,46962,2687,15371,2693.90625,4066,2871,17713.5,5861.25,292.375,1694,2997,3236.625,1132.5,4344,13647.5,13225.375,10329.75,8905,5734.25,715.875,1102,647.4375,1573,686.625,2786.304688,874,NA,1491,1998,2647.8125,4708.25,18231,5032.625,3089,7734.5,9130,8417.25,300.875,863,NA,54359,2653.5,7199.75,6138.125,8478,10501,4625,1003,1748.5,1156.3125,16880,998,9726.5,264.75,384,4486,1319,2272,1237.5,2066.296875,513.75,11678.5,38562,1095,928.609375,319.875,3183,1500.5,870.75,3440,4659,2208.5,8438,8549,3457.75,138.625,1331.9375,181.375,2621.5,201.875,205.625,1660,191.375,54.0625,1338,NA,2428,1254.5,4521,5137.25,2211
7/30/2019,NA,748,10343.5,4598,1257.5,3162,339.90625,6039,10313.5,7872,10111,2148.75,10013,1946,7899,4335,33203,2792,14801,2801.796875,4084,2876,16853,5741,308.25,1621,2982.75,3063.375,1133,4506.5,13073,12454.25,10348.25,8257.5,5472.75,678.5,1124.75,694.75,1660.5,640.75,2779.664063,817.5,NA,1490.5,2044,2775.8125,4586.5,16281,4906.0625,3012.5,7501.5,9135,8445.75,296.25,872,NA,52768,2599,6699,5803.875,8384.5,10445.5,4541,1067,1774.5,1239.0625,16234.29395,1023.5,9565.5,259.28125,410,4076,1312,2289,1248.5,2052.90625,502.5,11486,38019,1041.5,849.34375,319.875,3165.5,1690,877.5,3449,4344,2194.5,8151,8163,3460.25,131.0625,1365.5625,186.6875,2641.5,187.25,196,1682,172.3125,56.0859375,1334.5,NA,2360,1338,4284,5413.25,2139
7/31/2019,NA,716,10883,4735.5,1231.5,3131,339.15625,6397.75,10582.75,8095,10240,2139.75,10406,1921,8274,4288,46967,3118,15868,2712.125,4234.5,2837,16984,5843.25,298.125,1684.5,3033.75,3076,1145.5,4385,13464,12503.875,10204,9138,5606.5,624.5,1153.25,667.34375,1603,600.875,2843.873047,782,NA,1474,2011,2641.25,4833,17020,4894.1875,3149,7715.25,10540,8999.25,301.125,865.5,NA,56314,2720.5,6619.25,6233.625,8792,10469,4763,1069,1779,1181.1875,17118.67871,1005.5,9071,251.75,403,4233,1349,2328,1226.5,2090.703125,509,11774.5,38659,1071.75,NA,315,3203,1686,808,3393,4429,2114,8765,8662,3294.25,124.1875,1322.875,199.3125,2520,180.5,193.375,1669,185.9375,57.9453125,1321.5,NA,2415,1228,4571,5490.5,2123
8/1/2019,NA,716.5,10645,4631.5,1330.5,3109,344.0078125,6326.5,10511.5,8695,10154,2049.25,10372,1982.5,8253.5,4443.5,46966.5,3018,15966,2857.734375,3809.5,2844,16819.5,5823.75,309.375,1610.5,3074.75,3103,1142,4338.5,13544,12928.125,10208,8716,5598.5,616.5,1209.5,662.75,1663,569,2848.695313,842.5,NA,1489,2027,2536.875,4606.75,17015,4895.375,3106.5,7538.75,10372,8005.25,286.125,846.5,NA,55623,2800,6662.5,5822.5,7932,10144,4696,979,1791,1244.5625,17105.47656,967,9328,236.8125,418,4047,1371.5,2363,1202,2080.039063,483.5,11933,39403,1022.75,911.09375,297.875,3145.5,1665.5,811.75,3355.5,4357,2142.25,8553,8484,3608.75,125.0625,1329.0625,181.5625,2754,189.875,195.5,1669,172.75,56.0546875,1314,NA,2350,1182.25,4431.5,6184.5,2071
8/2/2019,NA,749,10823,4440.5,1275.5,3044,344.3203125,6326.25,10282.5,8395,10421,2134.5,10433,1890,8403,4255,44207,3560,15799,2775.609375,4009.5,2640,17195,5080,290.875,1691.5,3050.75,3139.75,1138,4181,13374,12722.875,10228.5,9030,5531.75,658.25,1104,620.65625,1547,523.75,2837.859375,810,NA,1430,2098,2364.9375,4671,17193,4863.5,2973,7529.75,10585,8182,287.25,852.5,NA,55729,2720,6605,5256.75,8441,9687,4807,969.5,1721.25,1176.0625,17194.65234,967.5,9486.5,256.78125,372,4008.5,1324.5,2254,1178.5,2112.570313,506.25,11951,40296,1086,950.984375,279.875,3186.5,1708.5,840,3296,4426,2121.75,8709,8599,3479.5,128.5,1284.9375,168.75,2513.5,186.125,188.375,1658,169.4375,47.9453125,1484,NA,2264,1132.5,4219.5,5424,2012
8/3/2019,NA,624,9299.5,4031,1068.5,2703,331.5703125,5181.75,8637.5,8203,10311,1909,9624,1593,7899,2982,46971.5,2285,15091,1896.59375,3056,1765,16178,6524.75,216.625,929,2537.75,2781.125,526.5,3156,12404,12213.5,9748.25,8296.5,4910.25,526.125,991.25,640.25,1574,369.75,2898.214844,542.5,NA,1019,2191,1834.875,3848.25,14458,4347.1875,2502,6472.5,9332,7067.25,227.75,609,NA,48649,2217.5,5103,4082.125,7564.5,8022,4094,579.5,1093.5,908.6875,14740.26563,838.5,9381.5,227.28125,268,2294.5,1156.5,1778,958,2007.210938,413.25,10470.5,40712,765.75,662.1875,182.375,3074.5,1588,795.75,2505,3567,2117.75,6986,7373,3222.75,131.3125,1270.3125,170.6875,1558.5,176.875,182.25,1054.5,149.75,45.5625,1124.5,NA,1788,650.75,3115.5,3712.75,1351
8/4/2019,NA,621.5,9560,4143,1059.5,2616,316.7890625,3374.25,8340.5,8297,10181,1993.75,9878,1606,8322,2859,46909.5,1999,15222,1810.609375,3115,1499,16041,6373.25,218.625,924,2405.5,2800.5,520,3015.5,12569.5,11425.5,9665.25,8330.5,5132.75,510,967.25,584.125,1506.5,414.25,2795.308594,538,NA,1032.5,2203,1798.1875,3892.25,14883,4349.9375,2520,6567.25,9682,4421.75,227.75,605.5,NA,49264,1884.5,5584.25,2748.625,6991,8118,4146,591.5,968.75,880.5,14458.72656,697.5,9315.5,224.71875,270,2266,1192,1787,895.5,2053.914063,411.5,10703.5,39559,681.5,829.703125,190.125,3189.5,1378,798.25,2553.5,3593,2153.75,7629,7637,3398,129.5,1254.3125,160.625,2003.5,179.25,169.625,1084,168.3125,39.9765625,758.5,NA,1282,662.25,2212.5,3669.25,1348
8/5/2019,NA,765,10316.5,4659,995,2655,245.296875,3467.5,8207.5,8679,10181,1455,10213,1655,8385.5,3182,46850.5,2099,15755,2172.390625,3939,2273,16687.5,6164.25,250.75,839.5,2488.25,2919.375,1083.5,3381,12010.5,12509.875,9776,8916.5,5470,539.875,985.5,657,1518,438,2903.117188,683.5,NA,1039.5,1772,2269.875,4267.75,15962,4570.8125,2689,7251.25,10689,7733.25,231.375,645,NA,51005,2533.75,6535.5,4697.625,7253,9632,4539,582,866.5,956.0625,16029.74219,891.5,9620,218.65625,297,4094,1552.5,2057,894,2061.671875,489,10560,41445,798,820.09375,176.875,3381,1231.5,847.5,2891,4660,2169.75,7596,8891,3386,151.5,1263.75,173.5625,1010.5,172.875,156.75,1340,180.625,42.4765625,719.5,NA,1879,808.5,3600.5,4497,1941
8/6/2019,NA,750,11219.5,4708,1241.5,3123,351.0390625,7159.25,10475,8720,10370.52637,2232,10853,1860,8092.5,4150.5,46981,2277,15033,2734.671875,4642,2769,17000.5,6044.25,280.5,1719.5,3010.5,3085.875,1227.5,4400.5,13470,12817.25,10391.75,9612,5746.75,689,1076.5,678.9375,1619.5,564.375,2348.324219,829.5,NA,1650.5,2051,2452.875,4801,17793,4996.1875,3038.5,7599,10609,8611.75,283.75,849.5,NA,55310,2685.75,6939.25,5732.375,8752.5,10805,5034,1051.5,1840.25,1192.5,18011.0625,1004,9706.5,245.90625,391,4544.5,1492,2265,1215.5,2105.40625,514.75,11813,41969,1138,965.15625,282.25,2418.5,1522,842.25,3509.5,4575,2163.25,8326,8787,3383.75,138.375,1232.25,163.625,2513.5,174,146.375,1645.5,163.125,40.6484375,1364,NA,2387,1306,4532.5,5449.75,2066
8/7/2019,NA,711,11180,4728.5,1323.5,3194,339.765625,7008.25,10777.25,8887,10534.47559,2208.25,10960,1901.5,8317,4130.5,27556,2271,15572,2707.09375,4607,2881,16847,5592.75,302.5,1545,3075.75,3265.625,1228.5,4343.5,13641.5,12854.5,10403.75,9319,5396,699.25,1271.75,687.21875,1683,651.25,2851.6875,777.5,NA,1578.5,2084,2508.1875,4875.25,17251,4963.375,3146.5,7611,10520,8227.25,296.5,861.5,NA,56159,2658.5,6724.75,5846.875,9217.5,10977,5055,1060,2148,1214.25,18105.21094,1010,9475.5,240.25,386,4554.5,1406,2304,1208.5,2091.226563,514,11793,40629,1141.25,1033.3125,283.125,2169.5,1722,860,3402.5,4560,2202,8715,8773,3552.25,142.375,1230.3125,172.75,2752.5,205.25,132,1709,181.4375,52.5546875,1311,NA,2465,1405.25,4682.5,5496.25,2007
8/8/2019,NA,748,10359,4483,1273.5,3202,331.546875,6195.5,10662,8724,10412.4707,2206.25,10611,1952,7940,4311.5,0,2389,14760,2899.390625,4145.5,2920,16448,6255.25,279.5,1493.5,3075.75,3250.875,1248.5,4279,13288.5,12238.375,10783.5,8630,5288,641.75,1552.75,639.25,1633,514.875,2812.851563,822.5,NA,1511.5,2059,2357.375,4534,16807,4946.375,3002,7321.5,9472,8322.25,288.875,880.5,NA,53335,2666.25,6496,5245,8637,10549,4885,987,2155.5,1151.8125,16695.03125,1032,8844,249.40625,383,4121.5,1288,2239,1222.5,2083.515625,520.75,11544,40101,1072.75,968.1875,280.125,2561,1745.5,855.75,3321.5,4380,2238.75,8303.668701,7847,3455.75,137.9375,1201.5,166.25,2528.5,193.375,139.75,1719.5,163,42.4609375,1273.5,NA,2421,1222.75,4365.5,5517.5,1927
8/9/2019,NA,722.5,10024.5,4491,1228,3081,335.7421875,5935,10352.25,8679,10283.94922,2099.75,10461,1855,7996.5,4263.5,0,3014,14859,2802.875,3564.5,2538,15973,6065.75,257,1455.5,3029,2954.875,1195.5,4165,13112,9400.5,10759.25,8301,5194.75,642.5,1446.75,572.75,1646.5,527.125,2842.574219,735.5,NA,1394,2072,2205.25,4384,17074,4878.0625,3026,7194,9422,7807,294.875,909,NA,52592,2643.5,6147.75,4594.75,8523,10130.5,4710,829.5,2060.25,1072.625,16058.73438,982,8262,242,362,3741,1202,2241,1096.5,2063.359375,529.75,11381,39246,990.25,974.390625,275.75,2984,1678,792.75,3190,4278,2207.5,7490.017822,7928,3020.75,125.375,1216.5625,172.125,2513.5,196,163,1706.5,170.625,48.1796875,1252,NA,2366,1152.75,4230.5,5966.5,1821
8/10/2019,NA,350,8702,3709.5,1149,2666,306.6484375,4623.75,8660,8396,9905.15625,1906.5,9959,1720.5,7564,3054.5,293.5,1767,11487,1990.28125,2676,1697,15284.5,3344.5,208,911,2541.25,1738.125,521.5,3118,12008,4958.75,10186.25,6904.5,4668,487.75,1291,533.6875,1498.5,406.125,3024.863281,533,NA,915.5,1344,1866.5,3686,14896,4445.6875,2634.5,6576,8752,6418.25,269.625,617.5,NA,47672,2112,4614,3699.625,7909,8316.5,3870,573,1276.5,878.3125,13928.82813,841.5,8098.5,206.34375,271,2086.5,946,1758,835,1977.132813,334.5,10026,38128,776,638.671875,179.625,2900,1566.5,720,2421,3494,2218.75,5490.399414,6754,2741.75,111.875,1138,161.4375,2389.5,177,193.375,1172,153.3125,52.6171875,942,NA,1818,617,3142,4642.25,1210
8/11/2019,NA,349,8503,3603.5,1071,2629,299.5546875,3222,8141.75,8134,9988.800781,1683,9602,1615.5,7578.5,3098.5,NA,1735,10876,2068.765625,2442,1528,15699.5,6659.75,205.625,877,2487.75,2540.875,486.5,2962,12048.5,6798,9852.75,6572.5,4878.75,483.5,1306,505.21875,1763,415.375,3092.761719,519,NA,903.5,2226,1807.0625,3645.25,13394,4376.5625,2682.5,6463,8029,4245,258.75,607,NA,45967,1833.25,4756.5,1947.25,6858.5,8075,3841,602,1048,871.1875,12965.48438,698.5,8237,209.28125,303,2027.5,968,1704,805.5,1962.734375,335,10405.5,38194,780,829.484375,177.25,2884.5,1406,763,2379,3617,2274,3755.130859,6615,2914.25,121.625,1102.75,162.8125,2777,147.25,189.5,1081,146.5,47.9296875,1046.5,NA,1338,844.25,2139.5,4567.5,1188
8/12/2019,NA,721.5,10158.5,4474.5,1332,3105,335.375,6282.75,9436.25,8554,10293.85547,2157.25,10219,1706.5,8279,4291.5,NA,2473,14172,2854.71875,3730,2371,16645,6379,269.375,1499,3016.75,2920.875,1168.5,4265,12901,7973.5,10611.5,8164,5326,668.5,1410,562.53125,1770,544.25,2958.320313,706,NA,1344,2068,2347.875,4321.5,16403,4884.0625,3123,7413,9795,7797,329.5,842.5,NA,52144,2730.5,6585.5,5394.125,8114.5,10323.5,4657,921,2138,1147.0625,16324.40625,955,8543,251.40625,436,3949,1215.5,2160,1042.5,2066.125,481.75,11754.5,38557,1036,988.875,291.5,3101,1629.5,819.5,3300.5,4436,2206.5,7282.544922,7778,3219.25,138.25,1116,163.1875,2695.5,130.875,167.125,1713.5,126.3125,38.109375,1208.5,NA,2378,1273,4204.5,5509,1872
8/13/2019,NA,749,9950,4448.5,1262.5,3118,353.5625,6328,9582.75,8648,10559.21875,2190,10480,1827,8235,4342,NA,2237,15020,2895.21875,3860,2543,NA,6283.25,277.375,1476,3013.75,3045.625,1150,4304,13213.5,10453.25,10794,9263.5,5247.75,669.125,1447.5,640.625,1743.5,573.625,2900.796875,722.5,NA,1376,2139,2411.375,4015,17019,4903.25,3020.5,7511,9723,7826.5,335.125,849,NA,54408,2637,6089.75,5654,8664,9944.5,4827,892,1866.5,1084.5625,16784.09375,980,8711,266.875,373,4068,1218.5,2174,1043.5,2081.226563,503,11450,36820,1078.25,975.09375,310.125,3114.5,1694,747,3369,4305,2125,8107.722656,8202,2914.75,114.4375,1129.6875,156.375,2692.5,123,165.875,1719,106.9375,39.1875,1096,NA,2367,1312.75,4326.5,5604.75,1970
8/14/2019,NA,732,10594,4599,1260,3112,356.96875,6411.75,10111.5,8721,10547,2261.5,10849,1835,8476,4459,NA,2164,15134,2832.609375,4031.5,2571,16574,5739.5,279.125,1446.5,3057,3027,1167.5,4364,13608,11648.5,10731,9212.5,5540,678.75,1444.5,695.09375,1713.5,499.375,2925.046875,748.5,NA,1427,2056,2380.25,4516,17473,5000.0625,3122.5,7625.5,10366,8091,323.375,919,NA,54982,2679.75,6525.25,5871.5,8944,10111.5,4916,930,1899.75,1134,17380.92188,977,8707.5,302.375,366,4151,1327,2261,1062,2109.210938,495.75,11415.5,37277,1106.5,NA,327.375,3175,1712,687.25,3406.5,4491,2173.75,8844.457031,8252,2406.5,91,1114.5625,154.6875,2736,129.25,165.375,1718.5,95.25,38.09375,1183,NA,2365,1405.75,4379.5,5667.75,2014
8/15/2019,NA,706,10568.5,4661,1239.5,3105,359.8046875,6346.25,10209,8861,10302.125,2172.25,11372,1832,8415,4359.5,NA,2796,15075,2869.375,4259.5,2502,16946,5779.5,281.125,1514.5,3066.75,3068,735,4394,13576,12101.5,11100.5,9302.5,5501,679,1393.25,678.78125,1688.5,585.25,2945.9375,757.5,NA,1459,1984.472046,2403.5,4588.5,17838,5027.8125,2977.5,7552,10148,7832,304.75,971,NA,53992,2740,6923.75,5820.25,8836.5,9993,4915,1002,1882.5,1033.875,17303.45313,975,8690.5,286.03125,337,4252,1398.5,2282,1059.5,2093.179688,479,11389,36636,1079.25,NA,318.5,3123,1704.5,626.5,3364,4495,2159.25,8538.324219,8125,2293.5,79.4375,1076.5,147.5625,2637.5,131.5,162.5,1720,87.8125,38.9296875,1279,NA,2328,1281.5,4400,5600.75,1865
8/16/2019,NA,656,9915,4306.5,1248,3056,298.0546875,6050,9512.25,8687,10380.10938,1994.75,10629,1794,7858.5,4238.5,NA,2630,14341,2782.5,3716,2363,16466.5,6008.25,270.25,1583.5,2990.5,3305.125,1179,4207.5,13315,12016.25,10911,8217,5188.25,656.375,1355.75,626.65625,1671,518.125,2838.671875,749,NA,1399,2023.109253,2363.75,4291.25,16645,5044.375,2879,7134,9350,7692.25,283.875,897,NA,51931,2692,6138.25,4805.875,8086.5,9390,4642,946,1805.25,1018.625,16206.59375,962.5,8393,250.5625,338,3453.5,1253,2223,1035,2066.492188,495.75,10915.5,36232,967.5,NA,308.75,3031,1714,591,3234.5,4273,2133.25,7617.382813,7381,2286.75,65.0625,1075.6875,140.5625,2528,132.125,170.25,1672.5,78.0625,37.8828125,1234,NA,2252,1361,4007,5946.25,1861
8/17/2019,NA,372,8965,3670,1068.5,2728,342.7890625,4892.25,8168.5,8552,10209.4375,1682.75,10379,1717,7897,2932,NA,1845,13673,1949.171875,2643.5,1795,15648,5635.75,226.25,919.5,2514,2804.125,561.5,3261,12558.5,11662.75,10223,7385.5,2678.75,528.25,1247.5,534.1875,1528.5,374.75,2887.609375,531,NA,920,1319.246338,1715.0625,3804.75,14923,4443.3125,2501,6508.5,9035,6554.75,230.125,612.5,NA,47654,2201,2650,3249.625,7506,7604.5,4037,832.5,1188.5,469.0625,13884.65625,849.5,8147.5,232.125,260,2041,1150,1797,821,1992.796875,406,9925.5,33014,668.25,NA,205.125,2958,1608.5,572.75,2362.5,3535,2166.25,6003.945313,6722,2230.25,59.375,1095.5,145.3125,2225.5,147,162.25,1112.5,80,41.21875,1081,NA,1657,801,3008,4756.25,1293
8/18/2019,NA,368.5,8930.5,3585,1104.5,2659,349.2109375,3203.5,7706.25,8400,9877.15625,1560.75,9965,1609.5,7892,2861.5,NA,2679,12973,1910.34375,2855,1583,15821.5,6084,224.25,901.5,2529,2752,556.5,3193,12433,11216,10046.5,7452,4237,530.875,1226.5,508.3125,1567,447.625,2937.984375,535,NA,919.5,2195.005859,1698.25,3701.75,14139,4486.1875,2515.5,6509.5,8021,4249,233,610,NA,47001,1837.5,4734.25,2513.875,6842.5,7478.5,4084,845,968.5,750,13075.46875,697.5,8085,263.15625,268,2087.5,1208.5,1764,774.5,1970.804688,398.5,9946,33112,622.75,NA,203.5,3068.5,1411,594.75,2398,3566,2228.5,5462.3125,6823,2260,66.5625,1103,156.125,2264,149.375,163.25,1019,92,41.2421875,1037,NA,1165,708.75,2024,3928,1367
8/19/2019,NA,707.5,9926.5,4267.5,1304.5,2952,303.3671875,5825.75,9522.5,8533,10989.85938,2070.5,10384,1722,7998.5,4423.5,NA,2411,13416,2895.234375,3811,2217,16751.5,6373.5,305.75,1627.5,2972,3131,1228.5,4217,13178.5,11507,10632.25,7961.5,5002.75,595.875,1345.5,570.1875,1709,499,2848.765625,765,NA,1425,1942.149902,2355.625,4262.5,15213,5021.8125,2976,7239.5,8577,7846.5,282,920.5,NA,51637,2675,5679.75,5429.625,7637,9420,4650,1174,2040.5,1009.25,15685.5,977.5,8317,225.625,348,3845.5,1237,2229,1057,2063.640625,533.75,10594.5,35638,1119.25,203.581543,302.625,3058,1528,607.5,3439,4310,2180.25,6958.40625,7557,2263.25,95.0625,1090.875,155.25,2592,169.875,153.375,1667.5,91.0625,43.125,1190.5,NA,2309,1255.5,4093,5514.75,1930
8/20/2019,NA,748,10531.5,4392,1228,2901,321.9140625,5821.25,9988,8780,11275.92188,2084.75,10791,1815,8053,4313.5,NA,2442,13691,2882.5,3767,2288,17398,6631,275.625,1725,3030.25,3219.75,1195,4333.5,14809.5,8926,10972.5,8672.5,5230.5,632.125,1329.75,672.96875,1681,594.75,2728.359375,800,NA,1474.5,1919.191406,2393.4375,4466.25,15953,4945.1875,2898.5,7461,8842,7628,291.625,896,NA,53499,2608,6212.75,5581.5,7895.5,9592.5,4702,1110,1858.25,1052,16373,985.5,8458.5,227.84375,359,4153.5,1251.5,2226,1049.5,2087.953125,481,10578,35986,1059.75,935.4936523,311.25,3078,1678.5,605,3469,4354,2072.75,8199.429688,7361,2175,102.75,1107.4375,153.3125,2742.5,185.75,129,1697,94.125,44.5078125,1145.5,NA,2296,1220.5,4201,5920.5,1907
8/21/2019,NA,728,9505.5,4232,1170,2981,280.3671875,5371.5,10132.25,8541,11929.60938,1924,10623,1664,7821.5,4443,NA,2419,14447,2983.46875,3755.5,2258,17471.5,6763.5,298.25,1668,3039,3274.5,1244.5,4210.5,13442.5,7651.5,10683.25,7703.5,5061.25,615.75,1323.5,662.96875,1696.5,565.25,2959.109375,785,NA,1475,1955.466797,2432.6875,4106.75,15138,4881.125,3124.5,7198.5,9233,7183.25,288.25,875,NA,54846,2561.5,5966.5,5025.875,8298.5,9578,4462,1115.5,1777.5,1064.5,15567.96875,1007,8563.5,226.0625,386,3216.5,1076,2174,1052.5,2075.492188,500.25,10170,36055,1119.5,962.690918,333,3076,1685.5,634.25,3518.5,4066,2159.25,8223.328125,7431,2190.25,102.75,1078,159.3125,2690.5,186,130.125,1807,101.9375,43.8046875,1176.5,NA,2249,1265.5,3849.5,6198.75,1823
